1,Астана қ.,2,Астана қ. - Аудандық бөлім,1006,№1 мектеп-гимназия (Астана қ.),5084,5 В,2,Қазақ тілі,4,13,8,12,61.54,92.31
3,Түркістан облысы,9,Түркістан облысы - Білім басқармасы,1020,№30 жалпы орта мектеп (Түркістан облысы),5320,10 В,5,История Казахстана,1,11,8,11,72.73,100
1,Астана қ.,2,Астана қ. - Аудандық бөлім,1004,№10 орта мектеп (Астана қ.),5060,9 Б,8,Биология,3,4,2,3,50,75
1,Астана қ.,3,Астана қ. - Білім басқармасы,1007,№15 гимназия (Астана қ.),5114,11 А,4,Английский язык,1,10,7,9,70,90
2,Алматы облысы,6,Алматы облысы - Білім басқармасы,1013,№7 мектеп-лицей (Алматы облысы),5205,9 Б,5,История Казахстана,2,2,1,2,50,100
3,Түркістан облысы,9,Түркістан облысы - Білім басқармасы,1021,№7 мектеп-лицей (Түркістан облысы),5331,8 А,9,Информатика,4,8,4,7,50,87.5
2,Алматы облысы,6,Алматы облысы - Білім басқармасы,1014,№7 мектеп-лицей (Алматы облысы),5221,8 В,6,Физика,1,12,8,12,66.67,100
2,Алматы облысы,5,Алматы облысы - Аудандық бөлім,1011,№15 гимназия (Алматы облысы),5164,5 А,5,История Казахстана,4,8,7,8,87.5,100
1,Астана қ.,2,Астана қ. - Аудандық бөлім,1004,№10 орта мектеп (Астана қ.),5059,9 А,9,Информатика,4,7,7,7,100,100
4,Қарағанды облысы,11,Қарағанды облысы - Аудандық бөлім,1024,№7 мектеп-лицей (Қарағанды облысы),5379,7 Б,6,Физика,4,8,5,8,62.5,100
2,Алматы облысы,4,Алматы облысы - Қалалық бөлім,1010,№7 мектеп-лицей (Алматы облысы),5157,9 А,1,Математика,3,5,0,4,0,80
2,Алматы облысы,6,Алматы облысы - Білім басқармасы,1013,№7 мектеп-лицей (Алматы облысы),5197,6 А,1,Математика,2,9,6,9,66.67,100
4,Қарағанды облысы,11,Қарағанды облысы - Аудандық бөлім,1025,№7 мектеп-лицей (Қарағанды облысы),5388,5 А,7,Химия,2,10,6,8,60,80
2,Алматы облысы,5,Алматы облысы - Аудандық бөлім,1012,№7 мектеп-лицей (Алматы облысы),5185,8 А,2,Қазақ тілі,2,16,12,16,75,100
1,Астана қ.,2,Астана қ. - Аудандық бөлім,1004,№10 орта мектеп (Астана қ.),5060,9 Б,4,Английский язык,1,5,4,5,80,100
3,Түркістан облысы,9,Түркістан облысы - Білім басқармасы,1021,№7 мектеп-лицей (Түркістан облысы),5338,11 Б,8,Биология,4,6,5,6,83.33,100
1,Астана қ.,3,Астана қ. - Білім басқармасы,1007,№15 гимназия (Астана қ.),5115,11 Б,9,Информатика,1,15,11,14,73.33,93.33
3,Түркістан облысы,9,Түркістан облысы - Білім басқармасы,1020,№30 жалпы орта мектеп (Түркістан облысы),5320,10 В,6,Физика,3,11,9,11,81.82,100
4,Қарағанды облысы,12,Қарағанды облысы - Білім басқармасы,1027,№30 жалпы орта мектеп (Қарағанды облысы),5435,11 А,1,Математика,2,4,1,4,25,100
4,Қарағанды облысы,11,Қарағанды облысы - Аудандық бөлім,1024,№7 мектеп-лицей (Қарағанды облысы),5379,7 Б,3,Русский язык,3,8,4,7,50,87.5
3,Түркістан облысы,7,Түркістан облысы - Қалалық бөлім,1016,№10 орта мектеп (Түркістан облысы),5247,6 А,4,Английский язык,2,7,5,5,71.43,71.43
2,Алматы облысы,6,Алматы облысы - Білім басқармасы,1014,№7 мектеп-лицей (Алматы облысы),5221,8 В,2,Қазақ тілі,4,12,7,9,58.33,75
4,Қарағанды облысы,11,Қарағанды облысы - Аудандық бөлім,1025,№7 мектеп-лицей (Қарағанды облысы),5397,8 Б,1,Математика,3,8,5,7,62.5,87.5
4,Қарағанды облысы,11,Қарағанды облысы - Аудандық бөлім,1025,№7 мектеп-лицей (Қарағанды облысы),5388,5 А,5,История Казахстана,4,8,6,7,75,87.5
3,Түркістан облысы,8,Түркістан облысы - Аудандық бөлім,1019,№5 лицей (Түркістан облысы),5304,11 А,5,История Казахстана,3,13,9,12,69.23,92.31
2,Алматы облысы,6,Алматы облысы - Білім басқармасы,1013,№7 мектеп-лицей (Алматы облысы),5209,11 А,1,Математика,3,9,5,6,55.56,66.67
2,Алматы облысы,5,Алматы облысы - Аудандық бөлім,1011,№15 гимназия (Алматы облысы),5172,9 А,2,Қазақ тілі,4,16,11,13,68.75,81.25
3,Түркістан облысы,7,Түркістан облысы - Қалалық бөлім,1015,№5 лицей (Түркістан облысы),5229,5 Б,4,Английский язык,4,9,5,8,55.56,88.89
1,Астана қ.,1,Астана қ. - Қалалық бөлім,1001,№2 жалпы білім беретін мектеп (Астана қ.),5002,5 Б,4,Английский язык,4,9,5,6,55.56,66.67
4,Қарағанды облысы,10,Қарағанды облысы - Қалалық бөлім,1022,№5 лицей (Қарағанды облысы),5340,5 А,7,Химия,4,9,6,9,66.67,100
1,Астана қ.,1,Астана қ. - Қалалық бөлім,1002,№2 жалпы білім беретін мектеп (Астана қ.),5027,8 В,6,Физика,3,5,3,4,60,80
1,Астана қ.,1,Астана қ. - Қалалық бөлім,1003,№1 мектеп-гимназия (Астана қ.),5039,6 Б,5,История Казахстана,4,3,3,3,100,100
2,Алматы облысы,6,Алматы облысы - Білім басқармасы,1014,№7 мектеп-лицей (Алматы облысы),5212,5 А,1,Математика,2,8,5,6,62.5,75
1,Астана қ.,3,Астана қ. - Білім басқармасы,1008,№7 мектеп-лицей (Астана қ.),5131,11 Б,1,Математика,3,2,2,2,100,100
3,Түркістан облысы,7,Түркістан облысы - Қалалық бөлім,1017,№15 гимназия (Түркістан облысы),5275,11 А,2,Қазақ тілі,1,12,8,10,66.67,83.33
1,Астана қ.,1,Астана қ. - Қалалық бөлім,1001,№2 жалпы білім беретін мектеп (Астана қ.),5004,6 Б,8,Биология,1,5,4,5,80,100
1,Астана қ.,2,Астана қ. - Аудандық бөлім,1005,№15 гимназия (Астана қ.),5068,6 А,8,Биология,1,12,8,11,66.67,91.67
3,Түркістан облысы,9,Түркістан облысы - Білім басқармасы,1020,№30 жалпы орта мектеп (Түркістан облысы),5315,9 А,4,Английский язык,3,9,6,8,66.67,88.89
1,Астана қ.,1,Астана қ. - Қалалық бөлім,1003,№1 мектеп-гимназия (Астана қ.),5044,9 А,6,Физика,1,11,10,11,90.91,100
2,Алматы облысы,4,Алматы облысы - Қалалық бөлім,1010,№7 мектеп-лицей (Алматы облысы),5151,6 В,7,Химия,1,10,5,9,50,90
2,Алматы облысы,5,Алматы облысы - Аудандық бөлім,1011,№15 гимназия (Алматы облысы),5176,11 А,1,Математика,1,8,7,8,87.5,100
2,Алматы облысы,6,Алматы облысы - Білім басқармасы,1013,№7 мектеп-лицей (Алматы облысы),5200,7 Б,1,Математика,1,6,4,5,66.67,83.33
1,Астана қ.,2,Астана қ. - Аудандық бөлім,1006,№1 мектеп-гимназия (Астана қ.),5088,7 А,5,История Казахстана,3,14,11,13,78.57,92.86
2,Алматы облысы,4,Алматы облысы - Қалалық бөлім,1009,№7 мектеп-лицей (Алматы облысы),5141,9 А,8,Биология,2,9,5,7,55.56,77.78
4,Қарағанды облысы,12,Қарағанды облысы - Білім басқармасы,1026,№2 жалпы білім беретін мектеп (Қарағанды облысы),5421,11 Б,7,Химия,2,8,6,7,75,87.5
3,Түркістан облысы,7,Түркістан облысы - Қалалық бөлім,1016,№10 орта мектеп (Түркістан облысы),5259,11 А,8,Биология,4,8,6,8,75,100
3,Түркістан облысы,7,Түркістан облысы - Қалалық бөлім,1016,№10 орта мектеп (Түркістан облысы),5256,9 Б,1,Математика,4,19,13,15,68.42,78.95
2,Алматы облысы,4,Алматы облысы - Қалалық бөлім,1009,№7 мектеп-лицей (Алматы облысы),5145,11 А,6,Физика,2,7,1,6,14.29,85.71
1,Астана қ.,2,Астана қ. - Аудандық бөлім,1006,№1 мектеп-гимназия (Астана қ.),5091,8 Б,5,История Казахстана,3,8,6,8,75,100
4,Қарағанды облысы,10,Қарағанды облысы - Қалалық бөлім,1023,№7 мектеп-лицей (Қарағанды облысы),5365,9 А,3,Русский язык,3,6,5,6,83.33,100
3,Түркістан облысы,7,Түркістан облысы - Қалалық бөлім,1016,№10 орта мектеп (Түркістан облысы),5246,5 Б,3,Русский язык,4,5,3,3,60,60
3,Түркістан облысы,7,Түркістан облысы - Қалалық бөлім,1017,№15 гимназия (Түркістан облысы),5262,5 Б,6,Физика,2,15,7,15,46.67,100
3,Түркістан облысы,7,Түркістан облысы - Қалалық бөлім,1015,№5 лицей (Түркістан облысы),5239,9 Б,8,Биология,3,14,8,13,57.14,92.86
2,Алматы облысы,6,Алматы облысы - Білім басқармасы,1014,№7 мектеп-лицей (Алматы облысы),5218,7 Б,9,Информатика,3,2,0,1,0,50
4,Қарағанды облысы,11,Қарағанды облысы - Аудандық бөлім,1024,№7 мектеп-лицей (Қарағанды облысы),5379,7 Б,7,Химия,3,6,3,5,50,83.33
4,Қарағанды облысы,10,Қарағанды облысы - Қалалық бөлім,1023,№7 мектеп-лицей (Қарағанды облысы),5356,5 А,7,Химия,4,10,5,9,50,90
4,Қарағанды облысы,12,Қарағанды облысы - Білім басқармасы,1027,№30 жалпы орта мектеп (Қарағанды облысы),5422,5 А,3,Русский язык,3,8,6,7,75,87.5
2,Алматы облысы,5,Алматы облысы - Аудандық бөлім,1011,№15 гимназия (Алматы облысы),5173,9 Б,7,Химия,3,11,7,10,63.64,90.91
3,Түркістан облысы,9,Түркістан облысы - Білім басқармасы,1021,№7 мектеп-лицей (Түркістан облысы),5334,9 Б,8,Биология,1,3,3,3,100,100
1,Астана қ.,2,Астана қ. - Аудандық бөлім,1004,№10 орта мектеп (Астана қ.),5062,10 Б,1,Математика,2,5,3,4,60,80
2,Алматы облысы,4,Алматы облысы - Қалалық бөлім,1010,№7 мектеп-лицей (Алматы облысы),5151,6 В,6,Физика,3,14,11,13,78.57,92.86
3,Түркістан облысы,8,Түркістан облысы - Аудандық бөлім,1018,№5 лицей (Түркістан облысы),5282,7 Б,2,Қазақ тілі,3,6,4,6,66.67,100
2,Алматы облысы,6,Алматы облысы - Білім басқармасы,1014,№7 мектеп-лицей (Алматы облысы),5225,10 Б,5,История Казахстана,4,5,3,4,60,80
2,Алматы облысы,5,Алматы облысы - Аудандық бөлім,1012,№7 мектеп-лицей (Алматы облысы),5178,5 А,1,Математика,3,12,8,11,66.67,91.67
2,Алматы облысы,5,Алматы облысы - Аудандық бөлім,1012,№7 мектеп-лицей (Алматы облысы),5193,11 А,3,Русский язык,2,11,9,10,81.82,90.91
1,Астана қ.,2,Астана қ. - Аудандық бөлім,1006,№1 мектеп-гимназия (Астана қ.),5090,8 А,4,Английский язык,3,7,4,6,57.14,85.71
4,Қарағанды облысы,10,Қарағанды облысы - Қалалық бөлім,1022,№5 лицей (Қарағанды облысы),5350,9 Б,3,Русский язык,4,8,4,4,50,50
4,Қарағанды облысы,12,Қарағанды облысы - Білім басқармасы,1026,№2 жалпы білім беретін мектеп (Қарағанды облысы),5412,7 А,3,Русский язык,4,5,4,5,80,100
1,Астана қ.,2,Астана қ. - Аудандық бөлім,1005,№15 гимназия (Астана қ.),5081,11 Б,3,Русский язык,2,12,5,9,41.67,75
1,Астана қ.,3,Астана қ. - Білім басқармасы,1007,№15 гимназия (Астана қ.),5112,10 Б,4,Английский язык,4,9,7,8,77.78,88.89
2,Алматы облысы,4,Алматы облысы - Қалалық бөлім,1010,№7 мектеп-лицей (Алматы облысы),5151,6 В,8,Биология,4,14,11,14,78.57,100
1,Астана қ.,2,Астана қ. - Аудандық бөлім,1004,№10 орта мектеп (Астана қ.),5058,8 Б,1,Математика,3,10,6,10,60,100
3,Түркістан облысы,9,Түркістан облысы - Білім басқармасы,1020,№30 жалпы орта мектеп (Түркістан облысы),5319,10 Б,6,Физика,3,9,6,7,66.67,77.78
1,Астана қ.,1,Астана қ. - Қалалық бөлім,1003,№1 мектеп-гимназия (Астана қ.),5038,6 А,8,Биология,3,9,3,5,33.33,55.56
3,Түркістан облысы,8,Түркістан облысы - Аудандық бөлім,1019,№5 лицей (Түркістан облысы),5291,5 А,9,Информатика,1,9,5,8,55.56,88.89
3,Түркістан облысы,8,Түркістан облысы - Аудандық бөлім,1019,№5 лицей (Түркістан облысы),5302,10 А,6,Физика,3,8,7,8,87.5,100
2,Алматы облысы,5,Алматы облысы - Аудандық бөлім,1012,№7 мектеп-лицей (Алматы облысы),5187,8 В,4,Английский язык,3,15,8,13,53.33,86.67
4,Қарағанды облысы,12,Қарағанды облысы - Білім басқармасы,1027,№30 жалпы орта мектеп (Қарағанды облысы),5425,6 Б,2,Қазақ тілі,3,9,5,8,55.56,88.89
3,Түркістан облысы,7,Түркістан облысы - Қалалық бөлім,1017,№15 гимназия (Түркістан облысы),5266,7 Б,9,Информатика,1,13,8,10,61.54,76.92
2,Алматы облысы,6,Алматы облысы - Білім басқармасы,1013,№7 мектеп-лицей (Алматы облысы),5201,7 В,9,Информатика,4,9,6,9,66.67,100
2,Алматы облысы,4,Алматы облысы - Қалалық бөлім,1009,№7 мектеп-лицей (Алматы облысы),5140,8 Б,8,Биология,1,5,4,5,80,100
2,Алматы облысы,6,Алматы облысы - Білім басқармасы,1013,№7 мектеп-лицей (Алматы облысы),5209,11 А,8,Биология,3,5,2,5,40,100
2,Алматы облысы,6,Алматы облысы - Білім басқармасы,1014,№7 мектеп-лицей (Алматы облысы),5215,6 А,1,Математика,1,15,12,14,80,93.33
4,Қарағанды облысы,12,Қарағанды облысы - Білім басқармасы,1027,№30 жалпы орта мектеп (Қарағанды облысы),5427,7 А,8,Биология,2,11,7,9,63.64,81.82
4,Қарағанды облысы,12,Қарағанды облысы - Білім басқармасы,1026,№2 жалпы білім беретін мектеп (Қарағанды облысы),5414,8 А,7,Химия,3,5,2,3,40,60
1,Астана қ.,3,Астана қ. - Білім басқармасы,1007,№15 гимназия (Астана қ.),5108,8 Б,3,Русский язык,2,5,3,5,60,100
3,Түркістан облысы,9,Түркістан облысы - Білім басқармасы,1021,№7 мектеп-лицей (Түркістан облысы),5326,6 А,9,Информатика,4,4,3,3,75,75
1,Астана қ.,3,Астана қ. - Білім басқармасы,1008,№7 мектеп-лицей (Астана қ.),5117,5 А,8,Биология,3,4,4,4,100,100
2,Алматы облысы,6,Алматы облысы - Білім басқармасы,1014,№7 мектеп-лицей (Алматы облысы),5227,11 Б,5,История Казахстана,4,5,2,4,40,80
4,Қарағанды облысы,11,Қарағанды облысы - Аудандық бөлім,1025,№7 мектеп-лицей (Қарағанды облысы),5392,6 В,2,Қазақ тілі,3,8,6,7,75,87.5
2,Алматы облысы,6,Алматы облысы - Білім басқармасы,1014,№7 мектеп-лицей (Алматы облысы),5222,9 А,7,Химия,2,10,7,9,70,90
4,Қарағанды облысы,11,Қарағанды облысы - Аудандық бөлім,1024,№7 мектеп-лицей (Қарағанды облысы),5385,10 Б,2,Қазақ тілі,3,7,2,5,28.57,71.43
1,Астана қ.,3,Астана қ. - Білім басқармасы,1008,№7 мектеп-лицей (Астана қ.),5120,6 Б,3,Русский язык,2,6,2,6,33.33,100
1,Астана қ.,3,Астана қ. - Білім басқармасы,1007,№15 гимназия (Астана қ.),5110,9 Б,1,Математика,2,5,4,5,80,100
1,Астана қ.,3,Астана қ. - Білім басқармасы,1007,№15 гимназия (Астана қ.),5108,8 Б,3,Русский язык,3,8,5,8,62.5,100
1,Астана қ.,1,Астана қ. - Қалалық бөлім,1002,№2 жалпы білім беретін мектеп (Астана қ.),5024,7 В,9,Информатика,3,10,5,9,50,90
4,Қарағанды облысы,11,Қарағанды облысы - Аудандық бөлім,1025,№7 мектеп-лицей (Қарағанды облысы),5388,5 А,2,Қазақ тілі,3,10,5,9,50,90
4,Қарағанды облысы,11,Қарағанды облысы - Аудандық бөлім,1024,№7 мектеп-лицей (Қарағанды облысы),5375,6 А,8,Биология,4,9,7,8,77.78,88.89
2,Алматы облысы,6,Алматы облысы - Білім басқармасы,1014,№7 мектеп-лицей (Алматы облысы),5216,6 Б,5,История Казахстана,2,11,9,11,81.82,100
4,Қарағанды облысы,10,Қарағанды облысы - Қалалық бөлім,1022,№5 лицей (Қарағанды облысы),5349,9 А,8,Биология,3,12,8,9,66.67,75
1,Астана қ.,2,Астана қ. - Аудандық бөлім,1006,№1 мектеп-гимназия (Астана қ.),5099,11 А,6,Физика,3,5,3,3,60,60
2,Алматы облысы,4,Алматы облысы - Қалалық бөлім,1010,№7 мектеп-лицей (Алматы облысы),5147,5 А,3,Русский язык,4,9,4,8,44.44,88.89
1,Астана қ.,3,Астана қ. - Білім басқармасы,1007,№15 гимназия (Астана қ.),5114,11 А,8,Биология,3,15,8,12,53.33,80
4,Қарағанды облысы,10,Қарағанды облысы - Қалалық бөлім,1023,№7 мектеп-лицей (Қарағанды облысы),5366,9 Б,9,Информатика,3,13,6,10,46.15,76.92
2,Алматы облысы,6,Алматы облысы - Білім басқармасы,1014,№7 мектеп-лицей (Алматы облысы),5219,8 А,3,Русский язык,2,14,7,13,50,92.86
4,Қарағанды облысы,11,Қарағанды облысы - Аудандық бөлім,1024,№7 мектеп-лицей (Қарағанды облысы),5387,11 Б,7,Химия,4,2,1,1,50,50
3,Түркістан облысы,7,Түркістан облысы - Қалалық бөлім,1016,№10 орта мектеп (Түркістан облысы),5248,6 Б,4,Английский язык,4,7,6,6,85.71,85.71
4,Қарағанды облысы,12,Қарағанды облысы - Білім басқармасы,1026,№2 жалпы білім беретін мектеп (Қарағанды облысы),5412,7 А,5,История Казахстана,2,9,6,6,66.67,66.67
3,Түркістан облысы,8,Түркістан облысы - Аудандық бөлім,1019,№5 лицей (Түркістан облысы),5304,11 А,5,История Казахстана,2,8,4,6,50,75
4,Қарағанды облысы,11,Қарағанды облысы - Аудандық бөлім,1024,№7 мектеп-лицей (Қарағанды облысы),5375,6 А,6,Физика,2,4,4,4,100,100
3,Түркістан облысы,7,Түркістан облысы - Қалалық бөлім,1017,№15 гимназия (Түркістан облысы),5269,8 В,1,Математика,3,9,7,8,77.78,88.89
4,Қарағанды облысы,10,Қарағанды облысы - Қалалық бөлім,1023,№7 мектеп-лицей (Қарағанды облысы),5372,11 В,9,Информатика,2,13,8,12,61.54,92.31
2,Алматы облысы,5,Алматы облысы - Аудандық бөлім,1012,№7 мектеп-лицей (Алматы облысы),5191,10 Б,4,Английский язык,1,7,5,5,71.43,71.43
3,Түркістан облысы,9,Түркістан облысы - Білім басқармасы,1020,№30 жалпы орта мектеп (Түркістан облысы),5322,11 Б,3,Русский язык,2,6,4,5,66.67,83.33
3,Түркістан облысы,9,Түркістан облысы - Білім басқармасы,1020,№30 жалпы орта мектеп (Түркістан облысы),5322,11 Б,7,Химия,1,3,1,3,33.33,100
3,Түркістан облысы,8,Түркістан облысы - Аудандық бөлім,1019,№5 лицей (Түркістан облысы),5302,10 А,4,Английский язык,2,10,10,10,100,100
4,Қарағанды облысы,12,Қарағанды облысы - Білім басқармасы,1027,№30 жалпы орта мектеп (Қарағанды облысы),5434,10 Б,5,История Казахстана,1,10,4,7,40,70
2,Алматы облысы,5,Алматы облысы - Аудандық бөлім,1012,№7 мектеп-лицей (Алматы облысы),5181,6 Б,7,Химия,4,14,9,11,64.29,78.57
1,Астана қ.,2,Астана қ. - Аудандық бөлім,1004,№10 орта мектеп (Астана қ.),5058,8 Б,7,Химия,3,8,4,7,50,87.5
1,Астана қ.,1,Астана қ. - Қалалық бөлім,1002,№2 жалпы білім беретін мектеп (Астана қ.),5033,11 А,8,Биология,1,7,5,6,71.43,85.71
4,Қарағанды облысы,11,Қарағанды облысы - Аудандық бөлім,1024,№7 мектеп-лицей (Қарағанды облысы),5376,6 Б,7,Химия,2,11,7,10,63.64,90.91
1,Астана қ.,2,Астана қ. - Аудандық бөлім,1005,№15 гимназия (Астана қ.),5068,6 А,1,Математика,3,14,7,13,50,92.86
3,Түркістан облысы,9,Түркістан облысы - Білім басқармасы,1020,№30 жалпы орта мектеп (Түркістан облысы),5312,7 Б,9,Информатика,4,5,3,4,60,80
3,Түркістан облысы,9,Түркістан облысы - Білім басқармасы,1020,№30 жалпы орта мектеп (Түркістан облысы),5321,11 А,9,Информатика,2,5,4,4,80,80
1,Астана қ.,1,Астана қ. - Қалалық бөлім,1003,№1 мектеп-гимназия (Астана қ.),5040,7 А,4,Английский язык,2,5,3,5,60,100
3,Түркістан облысы,7,Түркістан облысы - Қалалық бөлім,1016,№10 орта мектеп (Түркістан облысы),5251,7 Б,5,История Казахстана,3,7,2,5,28.57,71.43
1,Астана қ.,3,Астана қ. - Білім басқармасы,1007,№15 гимназия (Астана қ.),5109,9 А,1,Математика,1,5,4,4,80,80
3,Түркістан облысы,8,Түркістан облысы - Аудандық бөлім,1018,№5 лицей (Түркістан облысы),5283,8 А,8,Биология,3,5,1,4,20,80
