История Казахстана,Түркістан облысы,№7 мектеп-лицей (Түркістан облысы),8.8
Қазақ тілі,Алматы облысы,№15 гимназия (Алматы облысы),8.56
Қазақ тілі,Алматы облысы,№7 мектеп-лицей (Алматы облысы),8.69
Қазақ тілі,Астана қ.,№10 орта мектеп (Астана қ.),8.76
Қазақ тілі,Астана қ.,№15 гимназия (Астана қ.),8.63
Қазақ тілі,Астана қ.,№1 мектеп-гимназия (Астана қ.),8.7
Қазақ тілі,Астана қ.,№2 жалпы білім беретін мектеп (Астана қ.),8.64
Қазақ тілі,Астана қ.,№7 мектеп-лицей (Астана қ.),9
Қазақ тілі,Қарағанды облысы,№2 жалпы білім беретін мектеп (Қарағанды облысы),8.64
Қазақ тілі,Қарағанды облысы,№30 жалпы орта мектеп (Қарағанды облысы),8.74
Қазақ тілі,Қарағанды облысы,№5 лицей (Қарағанды облысы),8.71
Қазақ тілі,Қарағанды облысы,№7 мектеп-лицей (Қарағанды облысы),8.76
Қазақ тілі,Түркістан облысы,№10 орта мектеп (Түркістан облысы),8.89
Қазақ тілі,Түркістан облысы,№15 гимназия (Түркістан облысы),8.89
Қазақ тілі,Түркістан облысы,№30 жалпы орта мектеп (Түркістан облысы),8.77
Қазақ тілі,Түркістан облысы,№5 лицей (Түркістан облысы),8.71
Қазақ тілі,Түркістан облысы,№7 мектеп-лицей (Түркістан облысы),8.77
Математика,Алматы облысы,№15 гимназия (Алматы облысы),9.1
Математика,Алматы облысы,№7 мектеп-лицей (Алматы облысы),8.71
Математика,Астана қ.,№10 орта мектеп (Астана қ.),8.69
Математика,Астана қ.,№15 гимназия (Астана қ.),8.88
Математика,Астана қ.,№1 мектеп-гимназия (Астана қ.),8.82
Математика,Астана қ.,№2 жалпы білім беретін мектеп (Астана қ.),8.69
Математика,Астана қ.,№7 мектеп-лицей (Астана қ.),8.73
Математика,Қарағанды облысы,№2 жалпы білім беретін мектеп (Қарағанды облысы),8.94
Математика,Қарағанды облысы,№30 жалпы орта мектеп (Қарағанды облысы),8.52
Математика,Қарағанды облысы,№5 лицей (Қарағанды облысы),8.88
Математика,Қарағанды облысы,№7 мектеп-лицей (Қарағанды облысы),8.67
Математика,Түркістан облысы,№10 орта мектеп (Түркістан облысы),8.72
Математика,Түркістан облысы,№15 гимназия (Түркістан облысы),8.75
Математика,Түркістан облысы,№30 жалпы орта мектеп (Түркістан облысы),8.66
Математика,Түркістан облысы,№5 лицей (Түркістан облысы),8.5
Математика,Түркістан облысы,№7 мектеп-лицей (Түркістан облысы),9.04
Русский язык,Алматы облысы,№15 гимназия (Алматы облысы),8.67
Русский язык,Алматы облысы,№7 мектеп-лицей (Алматы облысы),8.56
Русский язык,Астана қ.,№10 орта мектеп (Астана қ.),8.72
Русский язык,Астана қ.,№15 гимназия (Астана қ.),8.75
Русский язык,Астана қ.,№1 мектеп-гимназия (Астана қ.),8.74
Русский язык,Астана қ.,№2 жалпы білім беретін мектеп (Астана қ.),8.73
Русский язык,Астана қ.,№7 мектеп-лицей (Астана қ.),8.72
Русский язык,Қарағанды облысы,№2 жалпы білім беретін мектеп (Қарағанды облысы),8.9
Русский язык,Қарағанды облысы,№30 жалпы орта мектеп (Қарағанды облысы),8.98
Русский язык,Қарағанды облысы,№5 лицей (Қарағанды облысы),8.52
Русский язык,Қарағанды облысы,№7 мектеп-лицей (Қарағанды облысы),8.57
Русский язык,Түркістан облысы,№10 орта мектеп (Түркістан облысы),8.43
Русский язык,Түркістан облысы,№15 гимназия (Түркістан облысы),8.47
Русский язык,Түркістан облысы,№30 жалпы орта мектеп (Түркістан облысы),8.77
Русский язык,Түркістан облысы,№5 лицей (Түркістан облысы),8.79
Русский язык,Түркістан облысы,№7 мектеп-лицей (Түркістан облысы),8.81
Физика,Алматы облысы,№15 гимназия (Алматы облысы),8.58
Физика,Алматы облысы,№7 мектеп-лицей (Алматы облысы),8.71
Физика,Астана қ.,№10 орта мектеп (Астана қ.),8.79
Физика,Астана қ.,№15 гимназия (Астана қ.),8.73
Физика,Астана қ.,№1 мектеп-гимназия (Астана қ.),8.74
Физика,Астана қ.,№2 жалпы білім беретін мектеп (Астана қ.),8.76
Физика,Астана қ.,№7 мектеп-лицей (Астана қ.),8.56
Физика,Қарағанды облысы,№2 жалпы білім беретін мектеп (Қарағанды облысы),8.68
Физика,Қарағанды облысы,№30 жалпы орта мектеп (Қарағанды облысы),8.98
Физика,Қарағанды облысы,№5 лицей (Қарағанды облысы),8.51
Физика,Қарағанды облысы,№7 мектеп-лицей (Қарағанды облысы),8.63
Физика,Түркістан облысы,№10 орта мектеп (Түркістан облысы),8.68
Физика,Түркістан облысы,№15 гимназия (Түркістан облысы),8.66
Физика,Түркістан облысы,№30 жалпы орта мектеп (Түркістан облысы),8.62
Физика,Түркістан облысы,№5 лицей (Түркістан облысы),8.52
Физика,Түркістан облысы,№7 мектеп-лицей (Түркістан облысы),8.75
Химия,Алматы облысы,№15 гимназия (Алматы облысы),8.66
Химия,Алматы облысы,№7 мектеп-лицей (Алматы облысы),8.66
Химия,Астана қ.,№10 орта мектеп (Астана қ.),8.82
Химия,Астана қ.,№15 гимназия (Астана қ.),8.72
Химия,Астана қ.,№1 мектеп-гимназия (Астана қ.),8.66
Химия,Астана қ.,№2 жалпы білім беретін мектеп (Астана қ.),8.69
Химия,Астана қ.,№7 мектеп-лицей (Астана қ.),8.47
Химия,Қарағанды облысы,№2 жалпы білім беретін мектеп (Қарағанды облысы),8.74
Химия,Қарағанды облысы,№30 жалпы орта мектеп (Қарағанды облысы),8.76
Химия,Қарағанды облысы,№5 лицей (Қарағанды облысы),8.63
Химия,Қарағанды облысы,№7 мектеп-лицей (Қарағанды облысы),8.84
Химия,Түркістан облысы,№10 орта мектеп (Түркістан облысы),8.59
Химия,Түркістан облысы,№15 гимназия (Түркістан облысы),8.77
Химия,Түркістан облысы,№30 жалпы орта мектеп (Түркістан облысы),8.87
Химия,Түркістан облысы,№5 лицей (Түркістан облысы),8.66
Химия,Түркістан облысы,№7 мектеп-лицей (Түркістан облысы),8.87
