Астана қ.,№10 орта мектеп (Астана қ.),9 А,19
Астана қ.,№10 орта мектеп (Астана қ.),9 Б,12
Астана қ.,№10 орта мектеп (Астана қ.),10 А,16
Астана қ.,№10 орта мектеп (Астана қ.),10 Б,13
Астана қ.,№10 орта мектеп (Астана қ.),10 В,13
Астана қ.,№10 орта мектеп (Астана қ.),11 А,18
Астана қ.,№10 орта мектеп (Астана қ.),11 Б,18
Астана қ.,№15 гимназия (Астана қ.),5 А,32
Астана қ.,№15 гимназия (Астана қ.),5 Б,41
Астана қ.,№15 гимназия (Астана қ.),6 А,34
Астана қ.,№15 гимназия (Астана қ.),6 Б,39
Астана қ.,№15 гимназия (Астана қ.),7 А,29
Астана қ.,№15 гимназия (Астана қ.),7 Б,42
Астана қ.,№15 гимназия (Астана қ.),7 В,22
Астана қ.,№15 гимназия (Астана қ.),8 А,38
Астана қ.,№15 гимназия (Астана қ.),8 Б,31
Астана қ.,№15 гимназия (Астана қ.),9 А,36
Астана қ.,№15 гимназия (Астана қ.),9 Б,30
Астана қ.,№15 гимназия (Астана қ.),10 А,30
Астана қ.,№15 гимназия (Астана қ.),10 Б,35
Астана қ.,№15 гимназия (Астана қ.),10 В,27
Астана қ.,№15 гимназия (Астана қ.),11 А,33
Астана қ.,№15 гимназия (Астана қ.),11 Б,43
Астана қ.,№15 гимназия (Астана қ.),11 В,12
Астана қ.,№1 мектеп-гимназия (Астана қ.),5 А,33
Астана қ.,№1 мектеп-гимназия (Астана қ.),5 Б,37
Астана қ.,№1 мектеп-гимназия (Астана қ.),5 В,17
Астана қ.,№1 мектеп-гимназия (Астана қ.),6 А,28
Астана қ.,№1 мектеп-гимназия (Астана қ.),6 Б,37
Астана қ.,№1 мектеп-гимназия (Астана қ.),6 В,18
Астана қ.,№1 мектеп-гимназия (Астана қ.),7 А,35
Астана қ.,№1 мектеп-гимназия (Астана қ.),7 Б,35
Астана қ.,№1 мектеп-гимназия (Астана қ.),8 А,38
Астана қ.,№1 мектеп-гимназия (Астана қ.),8 Б,44
Астана қ.,№1 мектеп-гимназия (Астана қ.),8 В,14
Астана қ.,№1 мектеп-гимназия (Астана қ.),9 А,38
Астана қ.,№1 мектеп-гимназия (Астана қ.),9 Б,28
Астана қ.,№1 мектеп-гимназия (Астана қ.),9 В,14
Астана қ.,№1 мектеп-гимназия (Астана қ.),10 А,33
Астана қ.,№1 мектеп-гимназия (Астана қ.),10 Б,38
Астана қ.,№1 мектеп-гимназия (Астана қ.),10 В,27
Астана қ.,№1 мектеп-гимназия (Астана қ.),11 А,32
Астана қ.,№1 мектеп-гимназия (Астана қ.),11 Б,35
Астана қ.,№2 жалпы білім беретін мектеп (Астана қ.),5 А,34
Астана қ.,№2 жалпы білім беретін мектеп (Астана қ.),5 Б,32
Астана қ.,№2 жалпы білім беретін мектеп (Астана қ.),6 А,28
Астана қ.,№2 жалпы білім беретін мектеп (Астана қ.),6 Б,38
Астана қ.,№2 жалпы білім беретін мектеп (Астана қ.),6 В,34
Астана қ.,№2 жалпы білім беретін мектеп (Астана қ.),7 А,42
Астана қ.,№2 жалпы білім беретін мектеп (Астана қ.),7 Б,34
Астана қ.,№2 жалпы білім беретін мектеп (Астана қ.),7 В,22
Астана қ.,№2 жалпы білім беретін мектеп (Астана қ.),8 А,25
Астана қ.,№2 жалпы білім беретін мектеп (Астана қ.),8 Б,40
Астана қ.,№2 жалпы білім беретін мектеп (Астана қ.),8 В,13
Астана қ.,№2 жалпы білім беретін мектеп (Астана қ.),9 А,33
Астана қ.,№2 жалпы білім беретін мектеп (Астана қ.),9 Б,31
Астана қ.,№2 жалпы білім беретін мектеп (Астана қ.),9 В,16
Астана қ.,№2 жалпы білім беретін мектеп (Астана қ.),10 А,38
Астана қ.,№2 жалпы білім беретін мектеп (Астана қ.),10 Б,29
Астана қ.,№2 жалпы білім беретін мектеп (Астана қ.),10 В,22
Астана қ.,№2 жалпы білім беретін мектеп (Астана қ.),11 А,41
Астана қ.,№2 жалпы білім беретін мектеп (Астана қ.),11 Б,30
Астана қ.,№2 жалпы білім беретін мектеп (Астана қ.),11 В,14
Астана қ.,№7 мектеп-лицей (Астана қ.),5 А,14
Астана қ.,№7 мектеп-лицей (Астана қ.),5 Б,15
Астана қ.,№7 мектеп-лицей (Астана қ.),6 А,16
Астана қ.,№7 мектеп-лицей (Астана қ.),6 Б,15
Астана қ.,№7 мектеп-лицей (Астана қ.),7 А,22
Астана қ.,№7 мектеп-лицей (Астана қ.),7 Б,21
Астана қ.,№7 мектеп-лицей (Астана қ.),8 А,16
Астана қ.,№7 мектеп-лицей (Астана қ.),8 Б,19
Астана қ.,№7 мектеп-лицей (Астана қ.),8 В,18
Астана қ.,№7 мектеп-лицей (Астана қ.),9 А,22
Астана қ.,№7 мектеп-лицей (Астана қ.),9 Б,15
Астана қ.,№7 мектеп-лицей (Астана қ.),10 А,14
Астана қ.,№7 мектеп-лицей (Астана қ.),10 Б,12
Астана қ.,№7 мектеп-лицей (Астана қ.),11 А,17
Астана қ.,№7 мектеп-лицей (Астана қ.),11 Б,21
Қарағанды облысы,№2 жалпы білім беретін мектеп (Қарағанды облысы),5 А,21
Қарағанды облысы,№2 жалпы білім беретін мектеп (Қарағанды облысы),5 Б,21
Қарағанды облысы,№2 жалпы білім беретін мектеп (Қарағанды облысы),6 А,22
Қарағанды облысы,№2 жалпы білім беретін мектеп (Қарағанды облысы),6 Б,18
Қарағанды облысы,№2 жалпы білім беретін мектеп (Қарағанды облысы),6 В,13
Қарағанды облысы,№2 жалпы білім беретін мектеп (Қарағанды облысы),7 А,21
Қарағанды облысы,№2 жалпы білім беретін мектеп (Қарағанды облысы),7 Б,21
Қарағанды облысы,№2 жалпы білім беретін мектеп (Қарағанды облысы),8 А,13
Қарағанды облысы,№2 жалпы білім беретін мектеп (Қарағанды облысы),8 Б,20
Қарағанды облысы,№2 жалпы білім беретін мектеп (Қарағанды облысы),9 А,17
Қарағанды облысы,№2 жалпы білім беретін мектеп (Қарағанды облысы),9 Б,19
Қарағанды облысы,№2 жалпы білім беретін мектеп (Қарағанды облысы),10 А,15
Қарағанды облысы,№2 жалпы білім беретін мектеп (Қарағанды облысы),10 Б,12
Қарағанды облысы,№2 жалпы білім беретін мектеп (Қарағанды облысы),11 А,14
Қарағанды облысы,№2 жалпы білім беретін мектеп (Қарағанды облысы),11 Б,15
Қарағанды облысы,№30 жалпы орта мектеп (Қарағанды облысы),5 А,12
Қарағанды облысы,№30 жалпы орта мектеп (Қарағанды облысы),5 Б,18
Қарағанды облысы,№30 жалпы орта мектеп (Қарағанды облысы),6 А,20
Қарағанды облысы,№30 жалпы орта мектеп (Қарағанды облысы),6 Б,16
Қарағанды облысы,№30 жалпы орта мектеп (Қарағанды облысы),6 В,14
Қарағанды облысы,№30 жалпы орта мектеп (Қарағанды облысы),7 А,16
Қарағанды облысы,№30 жалпы орта мектеп (Қарағанды облысы),7 Б,20
Қарағанды облысы,№30 жалпы орта мектеп (Қарағанды облысы),8 А,20
Қарағанды облысы,№30 жалпы орта мектеп (Қарағанды облысы),8 Б,19
Қарағанды облысы,№30 жалпы орта мектеп (Қарағанды облысы),9 А,16
Қарағанды облысы,№30 жалпы орта мектеп (Қарағанды облысы),9 Б,17
Қарағанды облысы,№30 жалпы орта мектеп (Қарағанды облысы),10 А,15
Қарағанды облысы,№30 жалпы орта мектеп (Қарағанды облысы),10 Б,14
Қарағанды облысы,№30 жалпы орта мектеп (Қарағанды облысы),11 А,13
Қарағанды облысы,№30 жалпы орта мектеп (Қарағанды облысы),11 Б,13
Қарағанды облысы,№30 жалпы орта мектеп (Қарағанды облысы),11 В,19
Қарағанды облысы,№5 лицей (Қарағанды облысы),5 А,18
Қарағанды облысы,№5 лицей (Қарағанды облысы),5 Б,12
Қарағанды облысы,№5 лицей (Қарағанды облысы),6 А,12
Қарағанды облысы,№5 лицей (Қарағанды облысы),6 Б,14
Қарағанды облысы,№5 лицей (Қарағанды облысы),6 В,17
Қарағанды облысы,№5 лицей (Қарағанды облысы),7 А,19
Қарағанды облысы,№5 лицей (Қарағанды облысы),7 Б,20
Қарағанды облысы,№5 лицей (Қарағанды облысы),8 А,16
Қарағанды облысы,№5 лицей (Қарағанды облысы),8 Б,18
Қарағанды облысы,№5 лицей (Қарағанды облысы),9 А,19
Қарағанды облысы,№5 лицей (Қарағанды облысы),9 Б,22
Қарағанды облысы,№5 лицей (Қарағанды облысы),9 В,16
Қарағанды облысы,№5 лицей (Қарағанды облысы),10 А,12
Қарағанды облысы,№5 лицей (Қарағанды облысы),10 Б,17
Қарағанды облысы,№5 лицей (Қарағанды облысы),11 А,17
Қарағанды облысы,№5 лицей (Қарағанды облысы),11 Б,14
Қарағанды облысы,№7 мектеп-лицей (Қарағанды облысы),5 А,56
Қарағанды облысы,№7 мектеп-лицей (Қарағанды облысы),5 Б,47
Қарағанды облысы,№7 мектеп-лицей (Қарағанды облысы),5 В,12
Қарағанды облысы,№7 мектеп-лицей (Қарағанды облысы),6 А,42
Қарағанды облысы,№7 мектеп-лицей (Қарағанды облысы),6 Б,49
Қарағанды облысы,№7 мектеп-лицей (Қарағанды облысы),6 В,28
Қарағанды облысы,№7 мектеп-лицей (Қарағанды облысы),7 А,47
Қарағанды облысы,№7 мектеп-лицей (Қарағанды облысы),7 Б,47
Қарағанды облысы,№7 мектеп-лицей (Қарағанды облысы),7 В,15
Қарағанды облысы,№7 мектеп-лицей (Қарағанды облысы),8 А,45
Қарағанды облысы,№7 мектеп-лицей (Қарағанды облысы),8 Б,45
Қарағанды облысы,№7 мектеп-лицей (Қарағанды облысы),8 В,12
Қарағанды облысы,№7 мектеп-лицей (Қарағанды облысы),9 А,56
Қарағанды облысы,№7 мектеп-лицей (Қарағанды облысы),9 Б,55
Қарағанды облысы,№7 мектеп-лицей (Қарағанды облысы),9 В,41
Қарағанды облысы,№7 мектеп-лицей (Қарағанды облысы),10 А,39
Қарағанды облысы,№7 мектеп-лицей (Қарағанды облысы),10 Б,41
Қарағанды облысы,№7 мектеп-лицей (Қарағанды облысы),10 В,19
Қарағанды облысы,№7 мектеп-лицей (Қарағанды облысы),11 А,54
Қарағанды облысы,№7 мектеп-лицей (Қарағанды облысы),11 Б,40
Қарағанды облысы,№7 мектеп-лицей (Қарағанды облысы),11 В,21
Түркістан облысы,№10 орта мектеп (Түркістан облысы),5 А,21
Түркістан облысы,№10 орта мектеп (Түркістан облысы),5 Б,14
Түркістан облысы,№10 орта мектеп (Түркістан облысы),6 А,12
Түркістан облысы,№10 орта мектеп (Түркістан облысы),6 Б,19
Түркістан облысы,№10 орта мектеп (Түркістан облысы),6 В,16
Түркістан облысы,№10 орта мектеп (Түркістан облысы),7 А,20
Түркістан облысы,№10 орта мектеп (Түркістан облысы),7 Б,15
Түркістан облысы,№10 орта мектеп (Түркістан облысы),7 В,17
Түркістан облысы,№10 орта мектеп (Түркістан облысы),8 А,14
Түркістан облысы,№10 орта мектеп (Түркістан облысы),8 Б,14
Түркістан облысы,№10 орта мектеп (Түркістан облысы),9 А,22
Түркістан облысы,№10 орта мектеп (Түркістан облысы),9 Б,20
Түркістан облысы,№10 орта мектеп (Түркістан облысы),10 А,18
Түркістан облысы,№10 орта мектеп (Түркістан облысы),10 Б,15
Түркістан облысы,№10 орта мектеп (Түркістан облысы),11 А,18
Түркістан облысы,№10 орта мектеп (Түркістан облысы),11 Б,22
Түркістан облысы,№15 гимназия (Түркістан облысы),5 А,21
Түркістан облысы,№15 гимназия (Түркістан облысы),5 Б,17
Түркістан облысы,№15 гимназия (Түркістан облысы),6 А,13
Түркістан облысы,№15 гимназия (Түркістан облысы),6 Б,13
Түркістан облысы,№15 гимназия (Түркістан облысы),7 А,18
Түркістан облысы,№15 гимназия (Түркістан облысы),7 Б,18
Түркістан облысы,№15 гимназия (Түркістан облысы),8 А,17
Түркістан облысы,№15 гимназия (Түркістан облысы),8 Б,21
Түркістан облысы,№15 гимназия (Түркістан облысы),8 В,12
Түркістан облысы,№15 гимназия (Түркістан облысы),9 А,16
Түркістан облысы,№15 гимназия (Түркістан облысы),9 Б,20
Түркістан облысы,№15 гимназия (Түркістан облысы),9 В,13
Түркістан облысы,№15 гимназия (Түркістан облысы),10 А,16
Түркістан облысы,№15 гимназия (Түркістан облысы),10 Б,22
Түркістан облысы,№15 гимназия (Түркістан облысы),11 А,16
Түркістан облысы,№15 гимназия (Түркістан облысы),11 Б,18
Түркістан облысы,№30 жалпы орта мектеп (Түркістан облысы),5 А,20
Түркістан облысы,№30 жалпы орта мектеп (Түркістан облысы),5 Б,13
Түркістан облысы,№30 жалпы орта мектеп (Түркістан облысы),6 А,16
Түркістан облысы,№30 жалпы орта мектеп (Түркістан облысы),6 Б,18
Түркістан облысы,№30 жалпы орта мектеп (Түркістан облысы),6 В,22
Түркістан облысы,№30 жалпы орта мектеп (Түркістан облысы),7 А,16
Түркістан облысы,№30 жалпы орта мектеп (Түркістан облысы),7 Б,17
Түркістан облысы,№30 жалпы орта мектеп (Түркістан облысы),8 А,21
Түркістан облысы,№30 жалпы орта мектеп (Түркістан облысы),8 Б,20
Түркістан облысы,№30 жалпы орта мектеп (Түркістан облысы),9 А,16
Түркістан облысы,№30 жалпы орта мектеп (Түркістан облысы),9 Б,16
Түркістан облысы,№30 жалпы орта мектеп (Түркістан облысы),9 В,18
Түркістан облысы,№30 жалпы орта мектеп (Түркістан облысы),10 А,21
Түркістан облысы,№30 жалпы орта мектеп (Түркістан облысы),10 Б,12
Түркістан облысы,№30 жалпы орта мектеп (Түркістан облысы),10 В,17
Түркістан облысы,№30 жалпы орта мектеп (Түркістан облысы),11 А,16
Түркістан облысы,№30 жалпы орта мектеп (Түркістан облысы),11 Б,15
Түркістан облысы,№5 лицей (Түркістан облысы),5 А,47
Түркістан облысы,№5 лицей (Түркістан облысы),5 Б,50
Түркістан облысы,№5 лицей (Түркістан облысы),5 В,13
Түркістан облысы,№5 лицей (Түркістан облысы),6 А,44
Түркістан облысы,№5 лицей (Түркістан облысы),6 Б,45
Түркістан облысы,№5 лицей (Түркістан облысы),7 А,52
Түркістан облысы,№5 лицей (Түркістан облысы),7 Б,49
Түркістан облысы,№5 лицей (Түркістан облысы),8 А,45
Түркістан облысы,№5 лицей (Түркістан облысы),8 Б,47
Түркістан облысы,№5 лицей (Түркістан облысы),8 В,17
Түркістан облысы,№5 лицей (Түркістан облысы),9 А,46
Түркістан облысы,№5 лицей (Түркістан облысы),9 Б,52
Түркістан облысы,№5 лицей (Түркістан облысы),9 В,22
Түркістан облысы,№5 лицей (Түркістан облысы),10 А,43
Түркістан облысы,№5 лицей (Түркістан облысы),10 Б,54
Түркістан облысы,№5 лицей (Түркістан облысы),11 А,43
Түркістан облысы,№5 лицей (Түркістан облысы),11 Б,56
Түркістан облысы,№5 лицей (Түркістан облысы),11 В,17
Түркістан облысы,№7 мектеп-лицей (Түркістан облысы),5 А,13
Түркістан облысы,№7 мектеп-лицей (Түркістан облысы),5 Б,19
Түркістан облысы,№7 мектеп-лицей (Түркістан облысы),5 В,20
Түркістан облысы,№7 мектеп-лицей (Түркістан облысы),6 А,19
Түркістан облысы,№7 мектеп-лицей (Түркістан облысы),6 Б,12
Түркістан облысы,№7 мектеп-лицей (Түркістан облысы),6 В,17
Түркістан облысы,№7 мектеп-лицей (Түркістан облысы),7 А,18
Түркістан облысы,№7 мектеп-лицей (Түркістан облысы),7 Б,17
Түркістан облысы,№7 мектеп-лицей (Түркістан облысы),8 А,20
Түркістан облысы,№7 мектеп-лицей (Түркістан облысы),8 Б,14
Түркістан облысы,№7 мектеп-лицей (Түркістан облысы),9 А,18
Түркістан облысы,№7 мектеп-лицей (Түркістан облысы),9 Б,13
Түркістан облысы,№7 мектеп-лицей (Түркістан облысы),10 А,21
Түркістан облысы,№7 мектеп-лицей (Түркістан облысы),10 Б,16
Түркістан облысы,№7 мектеп-лицей (Түркістан облысы),11 А,14
Түркістан облысы,№7 мектеп-лицей (Түркістан облысы),11 Б,15
Түркістан облысы,№7 мектеп-лицей (Түркістан облысы),11 В,20
